cluster_id,anchor_building_id,anchor_property_type,member_count,total_buildings,total_sqft,total_thermal_load_mmbtu,total_cooling_load_tons,avg_distance_m,max_distance_m,epb_count,epb_percentage,total_penalty_exposure,opt_in_count,high_thermal_demand_count,property_type_diversity,members,thermal_diversity_score,economic_potential_score
cluster_4498,4498,Multifamily Housing,7,8,1904147.0,80065.78209,4760.3675,264.5519335453397,420.22820499522066,2,25.0,9344337.5079,0,4,3,"[{'building_id': '4502', 'distance_m': 151.80609372105118, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4506', 'distance_m': 209.5071449522229, 'property_type': 'Senior Living Community', 'is_epb': True}, {'building_id': '4477', 'distance_m': 220.18241695859592, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '4489', 'distance_m': 243.0500152803322, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '4500', 'distance_m': 270.30967602785364, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4499', 'distance_m': 336.7799828821012, 'property_type': 'Office', 'is_epb': True}, {'building_id': '4684', 'distance_m': 420.22820499522066, 'property_type': 'Multifamily Housing', 'is_epb': False}]",0.0,73.0
cluster_4575,4575,Multifamily Housing,14,15,1861931.0,78046.65918,4654.8275,268.9799651608759,446.7449375424417,1,6.666666666666667,3536394.0624,0,3,5,"[{'building_id': '4573', 'distance_m': 89.6704697737353, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '4572', 'distance_m': 132.97338589174646, 'property_type': 'Senior Living Community', 'is_epb': False}, {'building_id': '4589', 'distance_m': 212.59033639046243, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '4581', 'distance_m': 254.1989433713569, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4582', 'distance_m': 254.1989433713569, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5277', 'distance_m': 254.1989433713569, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4579', 'distance_m': 254.1989433713569, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5723', 'distance_m': 254.1989433713569, 'property_type': 'Mixed Use Property', 'is_epb': False}, {'building_id': '4588', 'distance_m': 279.7543485340341, 'property_type': 'Senior Living Community', 'is_epb': False}, {'building_id': '4456', 'distance_m': 283.2831325995175, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4571', 'distance_m': 334.25709855865, 'property_type': 'Vehicle Dealership', 'is_epb': False}, {'building_id': '5255', 'distance_m': 335.7230943149792, 'property_type': 'Mixed Use Property', 'is_epb': False}, {'building_id': '4462', 'distance_m': 379.72799178991204, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4461', 'distance_m': 446.7449375424417, 'property_type': 'Office', 'is_epb': False}]",0.0,72.66666666666666
cluster_1848,1848,Manufacturing/Industrial Plant,6,7,735626.0,53239.161499999995,1839.065,287.03633517739456,354.9293138964663,2,28.57142857142857,10522531.307400001,0,3,6,"[{'building_id': '6324', 'distance_m': 254.4930135572148, 'property_type': 'College/University', 'is_epb': False}, {'building_id': '6326', 'distance_m': 254.4930135572148, 'property_type': 'College/University', 'is_epb': False}, {'building_id': '6325', 'distance_m': 254.4930135572148, 'property_type': 'Laboratory', 'is_epb': False}, {'building_id': '6213', 'distance_m': 275.88154753743214, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '1897', 'distance_m': 327.9281089588246, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': True}, {'building_id': '2096', 'distance_m': 354.9293138964663, 'property_type': 'K-12 School', 'is_epb': False}]",0.0,72.42857142857143
cluster_3250,3250,Manufacturing/Industrial Plant,16,17,1161780.0,82303.68173999999,2904.45,343.8830613599372,475.39969161651317,1,5.88235294117647,33707671.749,0,0,5,"[{'building_id': '3249', 'distance_m': 108.38791402651611, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3251', 'distance_m': 219.4482684247375, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3240', 'distance_m': 225.1885239637763, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '3247', 'distance_m': 233.40482926784912, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '3242', 'distance_m': 283.5368680341989, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3241', 'distance_m': 290.9704776233538, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': True}, {'building_id': '3239', 'distance_m': 322.8383864960809, 'property_type': 'Retail Store', 'is_epb': False}, {'building_id': '3252', 'distance_m': 351.12560764939116, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '3312', 'distance_m': 355.42570904167866, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '3225', 'distance_m': 402.2908370236479, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3265', 'distance_m': 417.55466047399943, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3224', 'distance_m': 433.1105363814947, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3313', 'distance_m': 447.0248785926127, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '3243', 'distance_m': 462.6878993592691, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '3317', 'distance_m': 473.7338937838757, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '3253', 'distance_m': 475.39969161651317, 'property_type': 'Office', 'is_epb': False}]",0.0,72.35294117647058
cluster_1900,1900,Manufacturing/Industrial Plant,16,17,1776013.0,80323.54539999999,4440.0325,305.1243835188707,441.4196604315449,1,5.88235294117647,12773939.794200001,0,2,7,"[{'building_id': '1910', 'distance_m': 96.35144821300952, 'property_type': 'Repair Services (Vehicle, Shoe, Locksmith, etc.)', 'is_epb': False}, {'building_id': '1913', 'distance_m': 150.21289329037452, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '1903', 'distance_m': 170.76699373629998, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '1904', 'distance_m': 170.92526907861117, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '1911', 'distance_m': 201.0833270229347, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '1905', 'distance_m': 232.95419331129358, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '1914', 'distance_m': 252.77678905927863, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '1906', 'distance_m': 296.766310173089, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '2018', 'distance_m': 376.1456009220598, 'property_type': 'Mixed Use Property', 'is_epb': False}, {'building_id': '2017', 'distance_m': 383.29976494959317, 'property_type': 'Mixed Use Property', 'is_epb': False}, {'building_id': '2012', 'distance_m': 400.35986572746316, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '1919', 'distance_m': 415.6892874648215, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '2008', 'distance_m': 424.58148411999576, 'property_type': 'Hotel', 'is_epb': True}, {'building_id': '2011', 'distance_m': 431.27865171160573, 'property_type': 'Office', 'is_epb': False}, {'building_id': '1920', 'distance_m': 437.3785970899562, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '1908', 'distance_m': 441.4196604315449, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}]",0.0,72.35294117647058
cluster_3503,3503,Multifamily Housing,16,17,2574475.0,109923.96723,6436.1875,240.39865469736904,475.15233236277084,1,5.88235294117647,8125895.283599998,0,9,6,"[{'building_id': '6013', 'distance_m': 94.47715637773373, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '6302', 'distance_m': 108.02437244863845, 'property_type': 'Senior Living Community', 'is_epb': False}, {'building_id': '3502', 'distance_m': 119.94439540935244, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3504', 'distance_m': 140.31756237603835, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3505', 'distance_m': 185.1103005997019, 'property_type': 'Financial Office', 'is_epb': False}, {'building_id': '3506', 'distance_m': 206.42922444273142, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3501', 'distance_m': 213.6086726059071, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '3500', 'distance_m': 218.30673328948947, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3495', 'distance_m': 219.5236129958622, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5571', 'distance_m': 223.34845587259724, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5875', 'distance_m': 252.12125750767075, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3498', 'distance_m': 287.8526258776683, 'property_type': 'Senior Living Community', 'is_epb': False}, {'building_id': '3496', 'distance_m': 299.23419509966465, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3507', 'distance_m': 357.31516447179445, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '6467', 'distance_m': 445.6124134202835, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3509', 'distance_m': 475.15233236277084, 'property_type': 'Worship Facility', 'is_epb': True}]",0.0,72.35294117647058
cluster_2637,2637,Office,86,87,27875625.0,1221266.05461,69689.0625,324.13536337992656,498.39625640468574,5,5.747126436781609,108992434.8915,0,30,11,"[{'building_id': '2641', 'distance_m': 47.93423448283215, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2641', 'distance_m': 47.93423448283215, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2635', 'distance_m': 66.24215900316848, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2627', 'distance_m': 74.00321707437496, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2632', 'distance_m': 87.54725961901542, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2643', 'distance_m': 106.90410835905924, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2639', 'distance_m': 109.41350837453139, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2622', 'distance_m': 130.46625660027902, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5462', 'distance_m': 136.44233192365593, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2631', 'distance_m': 138.08442994684935, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5240', 'distance_m': 164.28269816226165, 'property_type': 'Convention Center', 'is_epb': False}, {'building_id': '5657', 'distance_m': 166.09014474267002, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5226', 'distance_m': 168.73663881305615, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2644', 'distance_m': 169.5989494586669, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2633', 'distance_m': 178.53488385090978, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5239', 'distance_m': 184.89818115403767, 'property_type': 'Office', 'is_epb': False}, {'building_id': '6096', 'distance_m': 201.21665723746904, 'property_type': 'Worship Facility', 'is_epb': True}, {'building_id': '2623', 'distance_m': 205.14270347154348, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2717', 'distance_m': 210.5236862914094, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2621', 'distance_m': 210.6467161990458, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5570', 'distance_m': 214.04095203764243, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2597', 'distance_m': 215.8487336137295, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2574', 'distance_m': 222.6579027284471, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2657', 'distance_m': 242.7782784274313, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2599', 'distance_m': 254.45515389316682, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5585', 'distance_m': 255.15892521512973, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2716', 'distance_m': 265.80497074096303, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2595', 'distance_m': 267.1540745781055, 'property_type': 'Supermarket/Grocery Store', 'is_epb': False}, {'building_id': '2718', 'distance_m': 269.9976475367146, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2719', 'distance_m': 290.54534228115295, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '2598', 'distance_m': 292.0606788929211, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5490', 'distance_m': 296.2496580444467, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2721', 'distance_m': 296.4598022705751, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5599', 'distance_m': 303.5551790225991, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2714', 'distance_m': 316.7008823434993, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5611', 'distance_m': 320.76577386319207, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2649', 'distance_m': 321.4510207008401, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '5228', 'distance_m': 321.9130167525308, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2600', 'distance_m': 328.50608442126196, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '2720', 'distance_m': 330.58913209637734, 'property_type': 'Food Service', 'is_epb': False}, {'building_id': '5223', 'distance_m': 335.5551766730247, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2710', 'distance_m': 341.1821163489964, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2652', 'distance_m': 342.52636793459544, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '6391', 'distance_m': 344.7544392490541, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2576', 'distance_m': 356.6800272701672, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2709', 'distance_m': 357.8529034713242, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2594', 'distance_m': 360.43808760811686, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5183', 'distance_m': 367.2771156422534, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2731', 'distance_m': 370.27444530387646, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2659', 'distance_m': 370.9093107000433, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2593', 'distance_m': 371.40974193421823, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2575', 'distance_m': 372.7210163291873, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2711', 'distance_m': 378.97110218606554, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2713', 'distance_m': 380.6168665564984, 'property_type': 'Social/Meeting Hall', 'is_epb': False}, {'building_id': '5504', 'distance_m': 392.4929725236815, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2722', 'distance_m': 399.68194028243556, 'property_type': 'Worship Facility', 'is_epb': False}, {'building_id': '2730', 'distance_m': 402.02268907634146, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2707', 'distance_m': 408.75352716042653, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5630', 'distance_m': 409.4346763420395, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2573', 'distance_m': 420.58893687487665, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5601', 'distance_m': 424.72633691381924, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2651', 'distance_m': 425.2556562720164, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '5519', 'distance_m': 430.0672714474038, 'property_type': 'Retail Store', 'is_epb': False}, {'building_id': '2485', 'distance_m': 432.39234678035126, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2669', 'distance_m': 433.9571182380584, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5522', 'distance_m': 439.07073941460936, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2658', 'distance_m': 440.09584533578294, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5626', 'distance_m': 442.5242788771201, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2557', 'distance_m': 446.037137637649, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2486', 'distance_m': 448.2530999335473, 'property_type': 'Fitness Center/Health Club/Gym', 'is_epb': False}, {'building_id': '2618', 'distance_m': 451.2218037560043, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2723', 'distance_m': 452.30711855960095, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2670', 'distance_m': 460.0558619591207, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2602', 'distance_m': 462.4762921608027, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '2668', 'distance_m': 464.8510537130519, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '5530', 'distance_m': 475.720898462551, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2724', 'distance_m': 476.1346269587303, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2523', 'distance_m': 476.36560123282527, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5528', 'distance_m': 477.87826002383196, 'property_type': 'MIXED USE PROPERTY', 'is_epb': False}, {'building_id': '3010', 'distance_m': 478.2993846594145, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5529', 'distance_m': 478.89819269966875, 'property_type': 'Office', 'is_epb': False}, {'building_id': '6259', 'distance_m': 481.6362373422881, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '5525', 'distance_m': 485.5475825932721, 'property_type': 'Office', 'is_epb': False}, {'building_id': '2687', 'distance_m': 486.24764107057223, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '2578', 'distance_m': 491.7449400512898, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2692', 'distance_m': 498.39625640468574, 'property_type': 'Multifamily Housing', 'is_epb': False}]",0.0,72.29885057471265
cluster_1485,1485,Manufacturing/Industrial Plant,10,11,520425.0,34864.00232,1301.0625,238.59453187967037,490.95129625056165,2,18.181818181818183,10085526.7218,0,0,7,"[{'building_id': '1480', 'distance_m': 72.76303686280377, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '1406', 'distance_m': 141.3705308522543, 'property_type': 'Police Station', 'is_epb': False}, {'building_id': '1479', 'distance_m': 165.4799575864069, 'property_type': 'Worship Facility', 'is_epb': False}, {'building_id': '1512', 'distance_m': 173.62694509188336, 'property_type': 'Distribution Center', 'is_epb': True}, {'building_id': '1487', 'distance_m': 188.6282618018187, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '1488', 'distance_m': 236.84900785959204, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '1404', 'distance_m': 243.97909746002193, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '1497', 'distance_m': 249.46283144801882, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '1513', 'distance_m': 422.8343535833421, 'property_type': 'Other - Lodging/Residential', 'is_epb': True}, {'building_id': '1799', 'distance_m': 490.95129625056165, 'property_type': 'K-12 School', 'is_epb': False}]",0.0,72.27272727272728
cluster_3090,3090,Multifamily Housing,35,36,6601773.0,387260.2496,16504.4325,347.45927220621013,491.84301490810077,2,5.555555555555555,16488149.635200005,0,18,11,"[{'building_id': '3089', 'distance_m': 83.37344902322982, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3084', 'distance_m': 164.4729645707125, 'property_type': 'Office', 'is_epb': False}, {'building_id': '6018', 'distance_m': 164.78247238735392, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5507', 'distance_m': 180.42708570976095, 'property_type': 'Vehicle Dealership', 'is_epb': False}, {'building_id': '3085', 'distance_m': 181.24868815155818, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '6003', 'distance_m': 182.50781779901433, 'property_type': 'Repair Services (Vehicle, Shoe, Locksmith, etc.)', 'is_epb': False}, {'building_id': '5998', 'distance_m': 194.6578214648906, 'property_type': 'Hospital (General Medical & Surgical)', 'is_epb': False}, {'building_id': '3086', 'distance_m': 228.48107698920646, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5593', 'distance_m': 232.08336079189237, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3134', 'distance_m': 251.8425116458579, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3102', 'distance_m': 264.59800512968775, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3101', 'distance_m': 314.73743483399375, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3103', 'distance_m': 343.7080289460364, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3073', 'distance_m': 345.20280021505175, 'property_type': 'Hotel', 'is_epb': False}, {'building_id': '5126', 'distance_m': 353.0581360248983, 'property_type': 'Other - Services', 'is_epb': False}, {'building_id': '6175', 'distance_m': 360.42602230884296, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3078', 'distance_m': 360.91581161944777, 'property_type': 'MIXED USE PROPERTY', 'is_epb': False}, {'building_id': '3133', 'distance_m': 383.05062882498464, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5646', 'distance_m': 383.7322252168514, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3079', 'distance_m': 386.3048911906298, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5133', 'distance_m': 399.7686760480419, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3128', 'distance_m': 417.28741368299194, 'property_type': 'K-12 School', 'is_epb': False}, {'building_id': '5526', 'distance_m': 422.45440543190017, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '5247', 'distance_m': 429.94185186876825, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '3080', 'distance_m': 431.8248423549838, 'property_type': 'Financial Office', 'is_epb': False}, {'building_id': '3105', 'distance_m': 434.9071582777934, 'property_type': 'Multifamily Housing', 'is_epb': True}, {'building_id': '5868', 'distance_m': 459.1431644425447, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3099', 'distance_m': 464.53138554813444, 'property_type': 'Other - Technology/Science', 'is_epb': False}, {'building_id': '3082', 'distance_m': 472.4711591621132, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3135', 'distance_m': 473.2579346538709, 'property_type': 'Other - Technology/Science', 'is_epb': False}, {'building_id': '3131', 'distance_m': 473.2725503974357, 'property_type': 'Office', 'is_epb': False}, {'building_id': '5137', 'distance_m': 474.41510536217754, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '3062', 'distance_m': 475.2348327323389, 'property_type': 'K-12 School', 'is_epb': False}, {'building_id': '3364', 'distance_m': 481.1097995022557, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '6352', 'distance_m': 491.84301490810077, 'property_type': 'Multifamily Housing', 'is_epb': False}]",0.0,72.22222222222223
cluster_3868,3868,Other - Mall,7,8,1067204.0,57433.86887,2668.01,346.9820162068267,484.3380213943718,1,12.5,5128230.549599999,0,2,7,"[{'building_id': '3867', 'distance_m': 0.0, 'property_type': 'Supermarket/Grocery Store', 'is_epb': False}, {'building_id': '2836', 'distance_m': 267.63341985102045, 'property_type': 'Retail Store', 'is_epb': False}, {'building_id': '2825', 'distance_m': 340.429625086834, 'property_type': 'Office', 'is_epb': False}, {'building_id': '4938', 'distance_m': 386.3959833793816, 'property_type': 'Fitness Center/Health Club/Gym', 'is_epb': True}, {'building_id': '2842', 'distance_m': 469.74427009565335, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '2835', 'distance_m': 480.3327936405256, 'property_type': 'Multifamily Housing', 'is_epb': False}, {'building_id': '4948', 'distance_m': 484.3380213943718, 'property_type': 'Self-Storage Facility', 'is_epb': False}]",0.0,72.0
cluster_3274,3274,Manufacturing/Industrial Plant,19,20,1614297.0,83038.91057,4035.7425,325.8781920560187,486.15237146055176,1,5.0,31125995.196,0,0,10,"[{'building_id': '3301', 'distance_m': 65.70382146770667, 'property_type': 'Retail Store', 'is_epb': False}, {'building_id': '3302', 'distance_m': 103.77824520892578, 'property_type': 'Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3283', 'distance_m': 128.2018309634227, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '3304', 'distance_m': 186.58891337100337, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3307', 'distance_m': 198.27495148894624, 'property_type': 'Office', 'is_epb': False}, {'building_id': '3308', 'distance_m': 246.41892731087276, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '3281', 'distance_m': 267.9519035749674, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '3315', 'distance_m': 304.1448607012029, 'property_type': 'Distribution Center', 'is_epb': False}, {'building_id': '3305', 'distance_m': 311.9833555877915, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '5148', 'distance_m': 316.4402669955226, 'property_type': 'Fitness Center/Health Club/Gym', 'is_epb': False}, {'building_id': '3200', 'distance_m': 390.9295768465656, 'property_type': 'Vocational School', 'is_epb': True}, {'building_id': '3309', 'distance_m': 409.74406333622835, 'property_type': 'Self-Storage Facility', 'is_epb': False}, {'building_id': '3295', 'distance_m': 431.4518961556724, 'property_type': 'Other - Utility', 'is_epb': False}, {'building_id': '3276', 'distance_m': 453.9638031229243, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3292', 'distance_m': 466.7806746560407, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '3290', 'distance_m': 467.4764666619304, 'property_type': 'Manufacturing/Industrial Plant', 'is_epb': False}, {'building_id': '5476', 'distance_m': 475.9333331480871, 'property_type': 'Self-Storage Facility', 'is_epb': False}, {'building_id': '3286', 'distance_m': 479.7663870059919, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}, {'building_id': '6422', 'distance_m': 486.15237146055176, 'property_type': 'Non-Refrigerated Warehouse', 'is_epb': False}]",0.0,72.0
